condition,drugName,rating,usefulCount
Birth Control,Mirena,4,9
Birth Control,Kyleena,3,0
Depression,Venlafaxine,1,12
Birth Control,Lo Loestrin Fe,1,9
Birth Control,Skyla,8,0
Birth Control,ParaGard,4,5
Depression,Desvenlafaxine,6,27
High Blood Pressure,Hyzaar,1,41
High Blood Pressure,Diovan,4,118
Birth Control,Mirena,3,12
Birth Control,Levonorgestrel,8,3
Depression,Trintellix,8,26
Birth Control,Ethinyl estradiol / levonorgestrel,6,6
Birth Control,Levonorgestrel,10,0
Birth Control,Nexplanon,4,13
Birth Control,Jolivette,5,50
Birth Control,Gildess Fe 1 / 20,4,2
High Blood Pressure,Lisinopril,1,19
Birth Control,Etonogestrel,10,121
Birth Control,Depo-Provera,1,9
Depression,Lithium,2,4
Birth Control,Gildess Fe 1 / 20,10,3
Birth Control,Desogen,5,3
Birth Control,Etonogestrel,5,7
Birth Control,Levonorgestrel,7,2
Birth Control,Medroxyprogesterone,10,0
Depression,Fluoxetine,10,76
Birth Control,Ethinyl estradiol / levonorgestrel,8,9
Depression,Citalopram,6,24
Birth Control,Levonorgestrel,9,2
Birth Control,Ethinyl estradiol / norethindrone,9,4
Birth Control,TriNessa,8,15
Birth Control,Etonogestrel,1,6
"Diabetes, Type 2",Exenatide,6,28
Birth Control,Ethinyl estradiol / norgestimate,3,4
Birth Control,Ethinyl estradiol / levonorgestrel,1,4
High Blood Pressure,Clonidine,10,60
Depression,Mirtazapine,9,88
Depression,Xanax XR,10,61
High Blood Pressure,Bystolic,5,41
Birth Control,Nexplanon,4,4
Birth Control,Microgestin Fe 1 / 20,1,0
Depression,Mirtazapine,10,17
Birth Control,Ethinyl estradiol / levonorgestrel,3,5
Birth Control,Aviane,10,6
Birth Control,NuvaRing,10,3
Depression,Desvenlafaxine,8,4
Birth Control,Etonogestrel,2,9
"Diabetes, Type 2",Dapagliflozin,4,13
Depression,Pristiq,10,14
Birth Control,Etonogestrel,5,4
Birth Control,Microgestin Fe 1 / 20,2,3
"Diabetes, Type 2",Byetta,10,56
High Blood Pressure,Hydralazine,8,13
"Diabetes, Type 2",Exenatide,9,51
Birth Control,Ethinyl estradiol / levonorgestrel,10,2
Birth Control,Ethinyl estradiol / norethindrone,5,4
Birth Control,Levonorgestrel,5,6
Birth Control,Etonogestrel,1,2
High Blood Pressure,Hydrochlorothiazide / triamterene,4,69
Birth Control,Ethinyl estradiol / norethindrone,2,3
Birth Control,Implanon,10,5
High Blood Pressure,Lisinopril,8,21
Depression,Bupropion,10,159
Birth Control,Levonorgestrel,1,1
Birth Control,Implanon,4,5
Birth Control,Ethinyl estradiol / levonorgestrel,9,2
Depression,Venlafaxine,7,0
Depression,L-methylfolate,10,99
Depression,Deplin,1,51
Birth Control,Norethindrone,9,13
Birth Control,Skyla,9,0
"Diabetes, Type 2",Empagliflozin,6,43
Birth Control,Nexplanon,3,4
Birth Control,Desogestrel / ethinyl estradiol,1,2
Birth Control,Aviane,2,4
Birth Control,Ethinyl estradiol / norethindrone,8,1
Birth Control,Etonogestrel,2,2
Depression,Celexa,10,32
Birth Control,Skyla,10,4
Birth Control,Ethinyl estradiol / levonorgestrel,8,10
Birth Control,Levonorgestrel,1,3
Birth Control,Lutera,4,12
Birth Control,Drospirenone / ethinyl estradiol,9,29
Depression,Viibryd,9,13
Birth Control,Depo-Provera,1,0
Birth Control,Ethinyl estradiol / norgestimate,8,9
Birth Control,Microgestin Fe 1 / 20,2,6
Birth Control,Ethinyl estradiol / norethindrone,1,2
Depression,Escitalopram,8,20
Depression,Escitalopram,9,51
Birth Control,Nexplanon,9,1
Birth Control,Lutera,9,4
Depression,Wellbutrin SR,9,34
Birth Control,Etonogestrel,3,6
"Diabetes, Type 2",Empagliflozin,8,25
Birth Control,Etonogestrel,3,1
Birth Control,Ethinyl estradiol / levonorgestrel,10,7
Depression,Venlafaxine,7,18
Birth Control,Tri-Estarylla,9,0
Birth Control,Etonogestrel,1,16
Birth Control,Etonogestrel,5,3
Birth Control,Yasmin,9,7
Depression,Viibryd,2,17
High Blood Pressure,Furosemide,10,61
Birth Control,Aviane,10,23
Depression,Tramadol,9,103
High Blood Pressure,Nebivolol,1,65
Birth Control,Ethinyl estradiol / etonogestrel,6,6
Depression,Duloxetine,10,90
Depression,Viibryd,8,18
Birth Control,Levonorgestrel,10,2
Birth Control,Levonorgestrel,1,8
Depression,Sertraline,8,15
Depression,Vortioxetine,6,32
"Diabetes, Type 2",Trulicity,8,21
Birth Control,Apri,6,5
Birth Control,Nexplanon,9,1
Birth Control,Nexplanon,4,6
Birth Control,Ethinyl estradiol / norgestimate,10,11
Birth Control,Levonorgestrel,8,0
Birth Control,Sprintec,1,10
Depression,Zoloft,9,64
Birth Control,Etonogestrel,4,4
Depression,Fluoxetine,8,55
Birth Control,Nexplanon,1,8
Depression,Mirtazapine,1,23
Birth Control,Ethinyl estradiol / levonorgestrel,10,25
High Blood Pressure,Amlodipine,10,115
Birth Control,Mirena,8,0
Depression,Zoloft,9,71
Birth Control,Kariva,9,17
Birth Control,Nexplanon,3,9
Depression,Desvenlafaxine,9,10
Birth Control,Ethinyl estradiol / norethindrone,10,8
Birth Control,Lo Loestrin Fe,6,9
Birth Control,Ethinyl estradiol / norelgestromin,9,4
Birth Control,Etonogestrel,1,3
Depression,Bupropion,1,35
Depression,Effexor XR,10,58
Birth Control,Levonorgestrel,10,14
Birth Control,Sprintec,1,2
"Diabetes, Type 2",Empagliflozin / linagliptin,2,12
High Blood Pressure,Amlodipine / olmesartan,10,24
Birth Control,Ethinyl estradiol / norelgestromin,9,13
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,10,15
Birth Control,Implanon,3,1
Birth Control,Mirena,10,12
Birth Control,ParaGard,5,4
Birth Control,NuvaRing,8,22
Depression,Trazodone,10,123
Birth Control,Loestrin 24 Fe,4,2
Birth Control,Mirena,2,3
Birth Control,Nexplanon,7,2
Birth Control,Ethinyl estradiol / levonorgestrel,9,17
Birth Control,Medroxyprogesterone,10,47
Birth Control,Errin,5,0
Depression,Desvenlafaxine,9,16
Birth Control,Etonogestrel,3,14
Birth Control,Orsythia,2,14
"Diabetes, Type 2",Farxiga,4,19
Depression,Vortioxetine,9,85
Birth Control,Ethinyl estradiol / norethindrone,8,4
Birth Control,Ethinyl estradiol / norgestimate,9,10
Birth Control,Ethinyl estradiol / norethindrone,4,3
Birth Control,Skyla,10,2
Birth Control,Ethinyl estradiol / levonorgestrel,3,3
Birth Control,Implanon,10,77
Birth Control,Lybrel,10,94
Birth Control,Jolivette,1,13
Birth Control,Apri,5,15
Birth Control,Medroxyprogesterone,2,9
Birth Control,Microgestin Fe 1 / 20,2,18
"Diabetes, Type 2",Canagliflozin,5,48
Birth Control,Levonorgestrel,9,6
Birth Control,Necon 1 / 35,10,9
Birth Control,Skyla,1,5
Birth Control,Lo Loestrin Fe,9,5
Depression,Paroxetine,10,37
Birth Control,Implanon,8,0
Birth Control,Levonorgestrel,8,4
Birth Control,Ethinyl estradiol / levonorgestrel,1,6
Birth Control,Jolivette,9,10
"Diabetes, Type 2",Byetta,8,68
Birth Control,ParaGard,10,24
Birth Control,Skyla,10,8
Birth Control,Desogestrel / ethinyl estradiol,4,13
Birth Control,Nexplanon,4,2
Birth Control,Ethinyl estradiol / norgestimate,10,3
Depression,Aripiprazole,8,55
High Blood Pressure,Norvasc,10,90
Birth Control,NuvaRing,9,2
"Diabetes, Type 2",Trulicity,10,35
"Diabetes, Type 2",Trulicity,1,25
Birth Control,Ethinyl estradiol / levonorgestrel,5,0
Birth Control,Etonogestrel,3,2
Birth Control,Implanon,4,9
Depression,Abilify,2,20
Birth Control,Levonorgestrel,5,4
Birth Control,Loestrin 24 Fe,5,5
Birth Control,Nexplanon,10,4
Birth Control,Blisovi 24 Fe,1,8
Birth Control,Ethinyl estradiol / levonorgestrel,9,11
Depression,Celexa,1,45
"Diabetes, Type 2",Canagliflozin,10,46
Birth Control,NuvaRing,10,2
Birth Control,Etonogestrel,6,3
Birth Control,Ethinyl estradiol / norethindrone,1,5
Birth Control,Levonorgestrel,7,6
Birth Control,Mirena,9,1
Birth Control,Etonogestrel,9,2
Birth Control,ParaGard,10,11
Birth Control,Etonogestrel,7,5
Birth Control,Nexplanon,10,3
Depression,Fluoxetine,10,204
"Diabetes, Type 2",Canagliflozin,10,22
Birth Control,Kariva,10,2
Birth Control,Levonorgestrel,7,7
Birth Control,Ethinyl estradiol / norethindrone,8,1
Birth Control,Desogestrel / ethinyl estradiol,2,1
High Blood Pressure,Clonidine,10,56
Birth Control,NuvaRing,8,11
Birth Control,Implanon,8,8
Birth Control,Nexplanon,4,0
Birth Control,Ethinyl estradiol / norethindrone,9,10
Birth Control,Desogestrel / ethinyl estradiol,6,5
Birth Control,Desogestrel / ethinyl estradiol,9,23
Birth Control,Xulane,1,17
Depression,Bupropion,5,30
Birth Control,Liletta,8,3
Birth Control,Ethinyl estradiol / norethindrone,3,5
Birth Control,Ethinyl estradiol / levonorgestrel,2,1
Birth Control,Ethinyl estradiol / levonorgestrel,5,9
Birth Control,Blisovi Fe 1 / 20,2,1
Depression,Duloxetine,6,32
High Blood Pressure,Micardis HCT,9,13
Birth Control,Levonorgestrel,5,5
Birth Control,Medroxyprogesterone,1,5
Birth Control,Nexplanon,5,3
Birth Control,Apri,8,3
Birth Control,Lo Loestrin Fe,1,12
Birth Control,Ethinyl estradiol / norgestimate,1,15
Birth Control,Kyleena,9,4
Birth Control,Etonogestrel,10,6
"Diabetes, Type 2",Insulin glargine,9,16
Birth Control,Seasonique,10,9
Birth Control,Ethinyl estradiol / norgestimate,1,8
Depression,Bupropion,8,48
Birth Control,Implanon,7,12
Birth Control,Ethinyl estradiol / norethindrone,9,1
Birth Control,Implanon,1,5
High Blood Pressure,Metoprolol,5,87
Birth Control,Natazia,6,5
Birth Control,Sprintec,3,4
Birth Control,Implanon,8,3
"Diabetes, Type 2",Canagliflozin,1,24
Birth Control,Ethinyl estradiol / norethindrone,10,2
Depression,Sertraline,10,13
Birth Control,Blisovi 24 Fe,2,5
Depression,Pristiq,8,36
Birth Control,Ethinyl estradiol / norelgestromin,9,19
Birth Control,Norethindrone,10,12
Birth Control,Copper,10,3
Depression,Nuvigil,10,51
Birth Control,Portia,3,16
Birth Control,Sronyx,4,11
Birth Control,Lo / Ovral,1,3
Birth Control,Ethinyl estradiol / norethindrone,8,13
Birth Control,Gildess Fe 1 / 20,9,14
Birth Control,Portia,4,10
Birth Control,Ethinyl estradiol / levonorgestrel,9,79
Birth Control,Norethindrone,5,25
Depression,Aripiprazole,8,36
Birth Control,Levonorgestrel,9,8
Birth Control,Ethinyl estradiol / norethindrone,5,8
Birth Control,Ethinyl estradiol / norgestimate,10,35
High Blood Pressure,Olmesartan,1,9
Birth Control,Etonogestrel,1,5
Depression,Mirtazapine,8,21
Birth Control,Drospirenone / ethinyl estradiol,5,6
Birth Control,Ethinyl estradiol / etonogestrel,10,36
Birth Control,Ethinyl estradiol / norgestimate,1,6
Depression,Lexapro,10,83
Birth Control,Implanon,9,1
Birth Control,Skyla,1,0
Birth Control,Levonorgestrel,10,1
Birth Control,Microgestin Fe 1.5 / 30,8,19
Birth Control,Etonogestrel,10,0
"Diabetes, Type 2",Dulaglutide,5,17
Depression,Clomipramine,10,16
Birth Control,Ethinyl estradiol / norethindrone,8,4
Birth Control,Copper,4,0
Birth Control,Nexplanon,2,9
Birth Control,Ethinyl estradiol / etonogestrel,6,12
Depression,Escitalopram,7,17
Birth Control,Ethinyl estradiol / ethynodiol,2,10
Birth Control,Alesse,1,7
Birth Control,Skyla,9,5
Birth Control,Ethinyl estradiol / levonorgestrel,6,0
Birth Control,Lutera,10,7
Birth Control,Aviane,10,2
Birth Control,Etonogestrel,1,2
Birth Control,Nexplanon,10,8
"Diabetes, Type 2",Liraglutide,7,8
Birth Control,Desogestrel / ethinyl estradiol,8,2
Depression,Paroxetine,6,3
"Diabetes, Type 2",Byetta,10,53
Depression,Sertraline,1,17
Depression,Bupropion,10,103
Birth Control,Depo-Provera,3,27
Birth Control,Drospirenone / ethinyl estradiol,3,7
Birth Control,Lutera,9,3
Birth Control,Loestrin 24 Fe,3,4
Birth Control,Ethinyl estradiol / norethindrone,5,13
Birth Control,Ortho Cyclen,7,6
Depression,Duloxetine,5,9
"Diabetes, Type 2",Victoza,10,17
Birth Control,NuvaRing,5,5
Birth Control,Microgestin Fe 1 / 20,5,10
Birth Control,Gianvi,4,1
Birth Control,Etonogestrel,1,2
"Diabetes, Type 2",Metformin,9,32
Depression,Vilazodone,8,18
Depression,Duloxetine,10,92
"Diabetes, Type 2",Insulin glargine,5,13
Birth Control,Junel Fe 1 / 20,10,28
Depression,Effexor XR,1,1
Birth Control,Gianvi,9,33
Birth Control,ParaGard,10,12
High Blood Pressure,Lisinopril,5,43
"Diabetes, Type 2",Liraglutide,10,32
Depression,Desvenlafaxine,6,4
Birth Control,Ethinyl estradiol / norgestimate,9,27
Birth Control,Gildess Fe 1 / 20,1,5
Depression,Citalopram,6,12
Birth Control,Ethinyl estradiol / norgestimate,1,1
Birth Control,Ethinyl estradiol / norgestimate,9,23
Birth Control,Ethinyl estradiol / norethindrone,10,2
Birth Control,Ethinyl estradiol / norethindrone,10,12
Birth Control,Etonogestrel,1,2
Depression,Desvenlafaxine,9,14
Depression,Abilify,10,61
Birth Control,Nexplanon,10,5
Birth Control,Junel 1 / 20,10,1
Birth Control,Skyla,10,6
Birth Control,NuvaRing,6,5
Birth Control,Alesse,9,18
Birth Control,Sprintec,3,1
Depression,Venlafaxine,9,37
High Blood Pressure,Metoprolol,4,51
Depression,Fluoxetine,6,12
Birth Control,Etonogestrel,7,5
Depression,Trintellix,9,27
Birth Control,Ethinyl estradiol / norethindrone,7,17
Birth Control,Ethinyl estradiol / norethindrone,3,8
Birth Control,Levonorgestrel,7,3
Depression,Prozac,10,72
Birth Control,Levonorgestrel,9,2
Birth Control,Minastrin 24 Fe,2,14
Birth Control,Ethinyl estradiol / norgestimate,2,1
Birth Control,NuvaRing,3,9
Birth Control,Medroxyprogesterone,10,15
Birth Control,Ethinyl estradiol / etonogestrel,10,2
Birth Control,Ethinyl estradiol / etonogestrel,10,18
Depression,Fluoxetine,4,112
Depression,Venlafaxine,10,4
Birth Control,Ethinyl estradiol / levonorgestrel,2,0
Depression,Prozac,8,61
Depression,Trintellix,2,87
Birth Control,Lo Loestrin Fe,2,3
Depression,Bupropion,4,45
Birth Control,Skyla,2,3
Birth Control,Desogestrel / ethinyl estradiol,9,5
Birth Control,Levonorgestrel,9,6
Depression,Lexapro,1,24
Birth Control,Levonorgestrel,7,4
Birth Control,Ethinyl estradiol / levonorgestrel,2,7
Birth Control,Levonorgestrel,9,22
Birth Control,Etonogestrel,10,13
Birth Control,Tri-Sprintec,8,38
Birth Control,Drospirenone / ethinyl estradiol,10,55
Birth Control,Jolivette,3,3
Birth Control,Nexplanon,10,7
Birth Control,Ethinyl estradiol / norethindrone,9,9
Birth Control,Skyla,10,8
Depression,Alprazolam,10,96
Birth Control,Nexplanon,8,7
Birth Control,Lo Loestrin Fe,5,12
Birth Control,Ethinyl estradiol / levonorgestrel,6,9
Depression,Abilify,10,133
Depression,Paroxetine,1,4
"Diabetes, Type 2",Victoza,9,14
Birth Control,Yaz,2,43
Birth Control,Xulane,9,3
Birth Control,Etonogestrel,9,7
Birth Control,Levonorgestrel,8,32
Birth Control,Ethinyl estradiol / norethindrone,2,14
Birth Control,Ethinyl estradiol / norgestimate,8,3
Birth Control,Mirena,9,2
Birth Control,Etonogestrel,3,5
Birth Control,Zarah,9,1
Depression,Bupropion,10,92
Birth Control,Sprintec,5,4
Birth Control,Ethinyl estradiol / norethindrone,6,3
Birth Control,Ethinyl estradiol / norgestimate,7,10
Birth Control,Loestrin 24 Fe,10,1
Depression,Trintellix,10,108
Depression,Fluoxetine,10,71
Birth Control,Ortho Evra,9,3
Depression,Lexapro,10,60
Birth Control,Ethinyl estradiol / norethindrone,3,1
"Diabetes, Type 2",Exenatide,8,55
Birth Control,Skyla,4,1
Birth Control,Depo-Provera,1,9
Depression,Elavil,1,17
Birth Control,Etonogestrel,3,3
"Diabetes, Type 2",Canagliflozin,5,10
Depression,Selegiline,10,83
Birth Control,Etonogestrel,2,83
Birth Control,Sprintec,10,3
High Blood Pressure,Atenolol,2,7
Birth Control,Lo Loestrin Fe,9,6
Birth Control,Levonorgestrel,9,5
Birth Control,Skyla,7,8
Depression,Zoloft,9,28
Depression,Prozac,9,81
Birth Control,Nexplanon,8,8
"Diabetes, Type 2",Glipizide / metformin,1,0
Depression,Sertraline,1,17
High Blood Pressure,Amlodipine,9,45
Birth Control,NuvaRing,1,49
Birth Control,Yasmin,7,27
"Diabetes, Type 2",Trulicity,10,16
Birth Control,Ethinyl estradiol / norethindrone,1,6
Birth Control,NuvaRing,10,2
Birth Control,Ethinyl estradiol / norgestimate,3,8
High Blood Pressure,Losartan,8,88
Birth Control,Etonogestrel,8,5
Birth Control,NuvaRing,4,0
Birth Control,Skyla,6,1
Birth Control,Ethinyl estradiol / norethindrone,5,11
High Blood Pressure,Hydralazine,8,80
Birth Control,Etonogestrel,6,11
Birth Control,Etonogestrel,10,13
Birth Control,Drospirenone / ethinyl estradiol,8,3
Birth Control,Ethinyl estradiol / etonogestrel,3,3
Birth Control,Norethindrone,3,11
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,Mirena,9,1
Depression,Viibryd,8,76
Depression,St. john's wort,10,244
Birth Control,Nexplanon,1,4
Birth Control,Nexplanon,10,12
Birth Control,Levonorgestrel,7,2
Birth Control,Desogestrel / ethinyl estradiol,10,4
Birth Control,NuvaRing,5,2
Birth Control,Aviane,10,0
Birth Control,Ethinyl estradiol / norgestimate,10,4
Birth Control,Kyleena,9,3
Depression,Escitalopram,10,72
Birth Control,Microgestin 1.5 / 30,8,0
"Diabetes, Type 2",Invokana,1,29
"Diabetes, Type 2",Exenatide,10,30
Depression,Celexa,10,102
Birth Control,Ethinyl estradiol / norethindrone,9,1
Birth Control,Drospirenone / ethinyl estradiol,1,0
Birth Control,Junel Fe 1 / 20,1,9
Birth Control,Etonogestrel,5,4
"Diabetes, Type 2",Dulaglutide,9,23
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,7,2
Birth Control,Yaz,9,11
Birth Control,NuvaRing,10,3
Birth Control,Etonogestrel,9,24
Depression,Sertraline,4,31
Depression,Trintellix,1,35
Birth Control,Nexplanon,10,72
Birth Control,ParaGard,10,8
Birth Control,Alesse,1,16
Birth Control,Cryselle,10,3
Birth Control,Levonorgestrel,9,1
Birth Control,Nexplanon,9,2
Depression,Aripiprazole,9,43
Birth Control,Nexplanon,2,6
Depression,Duloxetine,1,81
Birth Control,Ethinyl estradiol / norgestimate,4,3
Depression,Vilazodone,1,43
High Blood Pressure,Micardis,2,45
Depression,Fluoxetine,9,50
Birth Control,Ethinyl estradiol / norethindrone,3,3
Birth Control,Copper,10,16
Birth Control,Mirena,1,5
Depression,Zoloft,8,52
Birth Control,Ethinyl estradiol / norethindrone,4,7
Birth Control,Sprintec,10,20
Birth Control,Levonorgestrel,9,1
Birth Control,Levonorgestrel,8,18
Birth Control,Nexplanon,1,8
Depression,Viibryd,8,55
Birth Control,Levonorgestrel,10,23
Birth Control,Etonogestrel,1,4
High Blood Pressure,Lisinopril,8,43
Birth Control,Ortho Evra,10,6
Birth Control,Copper,10,9
Birth Control,Tri-Sprintec,2,7
Birth Control,Chateal,10,7
Birth Control,Implanon,10,7
Depression,Venlafaxine,7,32
Birth Control,Desogestrel / ethinyl estradiol,10,23
Depression,Bupropion,10,29
Birth Control,Loestrin 24 Fe,2,8
Birth Control,Ethinyl estradiol / norgestimate,2,13
Birth Control,Tri-Sprintec,1,1
Birth Control,Norethindrone,5,5
Birth Control,Ethinyl estradiol / levonorgestrel,1,12
Depression,Vilazodone,10,86
Birth Control,Etonogestrel,10,6
Birth Control,Nexplanon,2,3
Birth Control,Lutera,5,2
Birth Control,Zarah,9,2
Depression,L-methylfolate,10,121
Birth Control,Etonogestrel,10,6
Birth Control,Implanon,6,1
Birth Control,Copper,10,13
Depression,Cymbalta,8,52
Birth Control,Orsythia,5,1
Birth Control,Nexplanon,8,3
Birth Control,Etonogestrel,9,1
Birth Control,Mirena,8,24
High Blood Pressure,Bystolic,8,53
Depression,Citalopram,6,22
Birth Control,Sronyx,7,13
Birth Control,Tri-Lo-Sprintec,1,7
Birth Control,NuvaRing,10,8
Birth Control,Etonogestrel,1,5
Birth Control,Norethindrone,1,3
Birth Control,Chateal,10,6
Birth Control,Minastrin 24 Fe,10,14
Depression,Venlafaxine,8,2
Birth Control,Tri-Sprintec,10,16
Birth Control,ParaGard,1,9
Birth Control,Seasonique,8,6
Birth Control,Copper,10,6
Birth Control,Copper,10,7
Depression,Venlafaxine,1,7
Birth Control,Nexplanon,1,1
Birth Control,ParaGard,9,11
Birth Control,Ethinyl estradiol / etonogestrel,1,2
Birth Control,Levonorgestrel,6,2
Depression,Desvenlafaxine,9,10
Birth Control,Minastrin 24 Fe,1,2
Birth Control,Microgestin 1 / 20,9,16
Birth Control,Etonogestrel,4,3
Birth Control,Skyla,8,8
High Blood Pressure,Losartan,5,206
Birth Control,Ethinyl estradiol / norgestimate,1,2
Birth Control,NuvaRing,10,9
Birth Control,Lyza,10,15
Birth Control,Mirena,9,6
"Diabetes, Type 2",Trulicity,8,43
Birth Control,Ortho Tri-Cyclen,9,10
Birth Control,Ethinyl estradiol / levonorgestrel,9,13
"Diabetes, Type 2",Actos,10,30
High Blood Pressure,Atenolol,10,86
Birth Control,Drospirenone / ethinyl estradiol,5,7
Depression,Sertraline,9,44
Birth Control,Ethinyl estradiol / norelgestromin,10,3
Depression,Duloxetine,10,40
Birth Control,NuvaRing,9,1
Birth Control,Tri-Sprintec,2,2
Birth Control,Sprintec,1,5
Depression,Wellbutrin,10,58
Birth Control,Tri-Sprintec,10,18
Birth Control,Desogestrel / ethinyl estradiol,3,7
Birth Control,Microgestin Fe 1 / 20,6,2
Birth Control,Medroxyprogesterone,8,3
Birth Control,Ethinyl estradiol / etonogestrel,5,18
Birth Control,Drospirenone / ethinyl estradiol,9,18
Depression,Vortioxetine,9,242
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,5,2
Birth Control,Norethindrone,8,6
"Diabetes, Type 2",Dulaglutide,2,10
Depression,Cymbalta,9,11
High Blood Pressure,Norvasc,1,119
Birth Control,Ethinyl estradiol / norethindrone,1,1
Birth Control,Ethinyl estradiol / norelgestromin,6,8
Birth Control,Xulane,9,1
Birth Control,Lo Loestrin Fe,9,27
Birth Control,ParaGard,1,4
Birth Control,Safyral,10,6
"Diabetes, Type 2",Tradjenta,2,45
High Blood Pressure,Diovan,1,81
Depression,Escitalopram,8,17
Depression,Cymbalta,2,27
Depression,Escitalopram,1,4
Birth Control,Ethinyl estradiol / norethindrone,2,30
